gameDuration,surrendered,win,blueTopSummonerId,blueTopChampionName,firstBloodTeam,blueJungleSummonerId,blueJungleChampionName,blueMiddleSummonerId,blueMiddleChampionName,blueBottomSummonerId,blueBottomChampionName,blueUtilitySummonerId,blueUtilityChampionName,redTopSummonerId,redTopChampionName,redJungleSummonerId,redJungleChampionName,redMiddleSummonerId,redMiddleChampionName,redBottomSummonerId,redBottomChampionName,redUtilitySummonerId,redUtilityChampionName,blueTopKills15,blueTopDeaths15,blueTopAssists15,blueJungleKills15,blueJungleDeaths15,blueJungleAssists15,blueMiddleKills15,blueMiddleDeaths15,blueMiddleAssists15,blueBottomKills15,blueBottomDeaths15,blueBottomAssists15,blueUtilityKills15,blueUtilityDeaths15,blueUtilityAssists15,redTopKills15,redTopDeaths15,redTopAssists15,redJungleKills15,redJungleDeaths15,redJungleAssists15,redMiddleKills15,redMiddleDeaths15,redMiddleAssists15,redBottomKills15,redBottomDeaths15,redBottomAssists15,redUtilityKills15,redUtilityDeaths15,redUtilityAssists15,blueHextechDragonKills15,redHextechDragonKills15,blueChemtechDragonKills15,redChemtechDragonKills15,blueMountainDragonKills15,redMountainDragonKills15,blueCloudDragonKills15,redCloudDragonKills15,blueOceanDragonKills15,redOceanDragonKills15,blueInfernalDragonKills15,redInfernalDragonKills15,blueGrubKills15,redGrubKills15,blueHeraldKills15,redHeraldKills15,blueTopGold15,blueTopLevel15,blueJungleGold15,blueJungleLevel15,blueMiddleGold15,blueMiddleLevel15,blueBottomGold15,blueBottomLevel15,blueUtilityGold15,blueUtilityLevel15,redTopGold15,redTopLevel15,redJungleGold15,redJungleLevel15,redMiddleGold15,redMiddleLevel15,redBottomGold15,redBottomLevel15,redUtilityGold15,redUtilityLevel15,goldDifference15,rank,division 
1918,Yes,Blue,MGS3LtYf4LMdZaOn3j7kVljaZIkey0_FDNH3vOOD-ywu0sRnctSB2yaxu8w2fMMEGiO9A1XHudPVgA,DrMundo,blue,JDgxCH1CMvSEQMXQfEfHDn0pvQH4ImrZEM-39KK4mGWMcK-_dPG5VkuRjIpyjbbHl6XVsG3wAFirvA,XinZhao,cH88-CSlQpWSajM1UZgZAOxt8QCz0j9noM_GN4cdwPP4QDqoOeTER6uFT2yB2sTUtNDvoJGynNHMmg,Akali,e2rBbd8I2HjbzFpaxlUhT6M9s-Mxv1yWahwgGty0VLXPSMSveSYmBJCwTp-BR23uDHvZA6BeID_erg,Samira,xgsMAQiceTIdOWML_EZqBR0cZkCJByEp8SE9__S2aR4_C6CyVq81cERKsevo-moZz5T5qnBbseXMvg,Lux,T18v6pmRnYwj9Pzflq9y_XbiWbDFLXChMyYPe9Ro857KNffhNG0xtttETPhtmPV9omAbxVO_UJ5weA,Viego,bMp7CrLlinbM5HeHJLMSsUVpw81zofLYyF2HYk6mpGJ77Pn2FGg4od42zHLr2XZ45H4t1T8znKn8pw,Lillia,OAnzsaaU-CQcrS7LnYTvu3vnWxSn1lD8KwRACMj4FFW5VCPijFw9Swpok7hk7smTFu_Nf5BFQ5YR0Q,Yasuo,Ey-XYWVjKEyKMkFNGymOQBEESE4WWfZXDpTSVq2y4d8WrHBrUhQp-64BT2gQ57zMfwG90nl0F1uP0A,Jinx,oem48sYGb-GnU4u_A1GROlr7IssSwOYysX6Kncau2mdZB4SStgX8drzFBQfQ_j3Z8q86w_ph_gKFcw,Senna,2,4,1,4,2,2,3,0,1,9,1,4,1,0,10,3,3,1,3,1,2,1,3,0,0,5,2,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,4890,10,5215,8,5226,11,6252,9,4828,7,6052,11,6692,9,3903,10,3663,7,3823,7,2278,SILVER,III
2520,No,Blue,bnFluR6KSSffQpX2kaHxjeF9gXrqIjjwDovFoCKaxtyvETS6tBprOfTgvhLp0tHlf5SJcIAJs0GCqw,Nasus,blue,LdiG-75sNi7GLeGaAxtzAxLSKrmGaYt7von0iGBLExw2PpLiGTVqQoaTxCzGTVh4Nvgg2dntbvR7kw,Vi,xLIivNWj-3TPXnNPb3L--DtsO2RJPbhbf379ucqQnPNO4TGm47NbY5ZjRbqgdeWQt6Bz6VCdqtKh7Q,Smolder,uWSZ80hPTGqudI54eDnxsewDUn214SkkjsXFfjLoMclr08pRxE-mt7A2wyy1-rGjZukoeo0-fWdsKw,MissFortune,tBul-twEJ1WG2nZEiG6vt8KK7atB6uS1QfQnRAswcjuXfez5suJ0r1H-WO2Lv3PtD9SBqWX37DXwrA,Shaco,7FNFXr1fy8AW0n9cKa_dY75QpvjDF5XcyJCHLfjUvtVlzkJAAzbuQDyCH4fvBi7ypNhcqW4IOtHDzg,Urgot,swsq5BTybEmJlAEA3Bl7MZyG-MJKs-itznUvpR-O5hH5w8I09Fty8rr7EQxHUhivz7vy-50WJ-7ZXQ,Warwick,ikWwA1a44v5SDOwzWjQZkkvZgiw_Sq3q6Oetf5C72gk_P9n6S00-az3G0X-LpHilHaFYFv7DvoS_Gw,Malzahar,uD9P4B80hvuhUatNmzfjjJ_Jp-0flVzKlojVY25tRskMfLnW_UJzREaiUYL9MHcpd8mcF_GqFVf-fg,Jhin,KzEouXV4hxnZy9FY7Kn5bhosdcDAkV-FCUusCeu4jYzIguyxEB7mhLF0feXJ_DvyMnIsR_f-Er_-Jg,Senna,1,1,1,5,3,2,2,3,2,0,3,3,3,2,3,2,2,0,1,0,2,3,1,2,3,3,3,3,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,4736,11,6268,9,5783,11,3769,7,4968,8,5621,10,4941,9,6453,12,5843,8,5368,8,-2702,SILVER,III
2147,No,Red,2U4DKGSPBqyIO4WNHqQFDWsLbz6FRoi512-XPg3Cw5Zg1mOUoLoGuuh1KgCNWXc5gMBRJEPvnvjZ6w,Mordekaiser,red,2qpwjYHCYUo8BHK3tnBru811vTwPCxG_odzbvAIBLJox89i8MXg4KBjiVN4syHOYhio_oGmj7Db5Gw,Rengar,MpAc_2RwBbc2UHlea3QaNT_kx1RnFY554DrHIzovfrXFs78UK7lsmrpMVXtjwmt8vW8M4edL_UkHtA,Pantheon,mj1snP9kDavPNyAK-TEcqUS9n_wVbnOoDzmI_y5xP-RNLVYCc_VgA_2xSVpg0IEtNBZYL--BN94qhA,Chogath,YdDHV9442fGXqOvDvJgXkpyX8R2yj-MytcqwLfzRi7upk3nnSf_T2MvgKPIY4k3OX-tQN_cDHuedQA,Zyra,3XQJaGEGQhtF7SynjQgb5ok8KX1w5-LdyyzDYQllYvxD04opAqYiw3I850PElD_7d4ZfpK-xCcuesg,Akali,UqAHPe91_qDxcMJjeXycnjQmRAbWGgVao0U45jUNB3a26UJNc2n1tvHJowjM190njnDTg2Jy-oOHOA,Warwick,MVyNXL2iIHMOoW6Izi6jYihZQRUN9OWLH-dNMWslmii3wD_2Nm7bd0sjDepf7MZaHAufLXCS81mTEg,Kennen,V97pW546_MBiojZrLqiB4vKIKGZ4FkCs7tslOLNoo6p1ZsfYvn0BEAF_po31EPZN4WNhcJTag2_Sng,Lucian,TP2WqeuC7vhKTpgbc3T_n28r77J8DD8lsHlZOOcOtCejI1DrvIc-GPvURSg85bT3BbnyzzKpW_D42Q,Blitzcrank,4,4,1,5,3,2,2,5,3,3,2,0,0,2,2,1,5,1,6,2,3,4,3,3,2,1,3,3,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,5756,10,5737,8,4545,9,5472,9,3625,7,3775,9,7239,11,5752,10,5631,9,4226,8,-1488,SILVER,III
2403,No,Red,0qY8AaF8Ds8KMiS4duMgB1onqHYsLQB067BaeEdkvhMI8Ex54B_p5X2FAPObU0iNsLJ6LO9-doMX7w,Aatrox,red,C_r7uCxwiVdAqt4mZUKxJCqegTvr93VD2MkmYAJKv3lH6HnHtRGiXZBX6mZnqyeqjseBhojQCAoL1w,Kayn,3P9hOjQtSh3J6tUjjSN9DdEgrzueJnvZUhLTu-hJlnn502UgVsjnvZcjzhkjzTOSZeSa-2gPHSkvEw,Vladimir,0PVBh6Kr2SoKRgU7ALe0aYxvYSTw04b_wUhcVt1yfEHHeIjYchSKYD17qceLYekzkMSpcLvLeE8O4A,Zeri,H92FuuDNT2x2p4179MlC5-cTq-P78E733lZFnh8XEamzusXYFusfU9eCVvbRmlh3D09ep-IiMuymKQ,Yuumi,WSh4SpCCC5y8WMBoIdhxOf9L6-iAPXPTCtf9By5-4rQ9DtYFhWyYXSmlSfBek--tO-3HDFtUfadu3g,Trundle,JRKpzU8orXiBStplhe_xISjJRGSbtPz7Eaue6Nyp5IgjOOdPCyv4WR-ZcAhi3wJVF6jKop3VhfmW6g,Warwick,ti3UiKFRl6Mz4ubimTa9jCQQKl7vmJAxnizXmep5LR1ajfe_335pcZWaFTsS4ijF60J0_T_qia3scg,Yone,Gm-460UgHVQ13e3L4tbJtEueQIPkYJ_Uypzr57TctfTCZfvNDFQus_UMZIpLpANIybSejrpYG-7v3w,Lucian,p9ewg5PtZl6HTrNN8NvPyu8mfyVIo1QZkXmVTK8c2em1RN7Wyn-Nd8jv38_s8HMERj1L1XAfXNhtnw,Brand,5,2,1,2,4,0,2,2,1,1,4,1,2,2,0,1,5,1,6,3,2,0,1,2,2,1,4,5,2,2,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,0,5862,12,4859,9,5825,11,4281,8,3781,7,5054,10,6238,9,4585,10,6177,9,6244,8,-3690,SILVER,III
3028,No,Blue,qkSMLFL70CKFLFuVRWTn4DhI29BzVGdpXETYQXE1rVJpmbWMkPHfX9pDqwewwSm1R5LxIhDIeOYQKw,Vladimir,red,0g80idrYKELhoMhIzzQ3bIlT_d-G7zah74iNlKB7niVSnYcvwYboA_wmNYH64Ut4afb1yhoTL52u1w,Kindred,6DCFHSOnyNgbrugiG05TziYAW6ghFPtgKOrYoTq_QFEI8A6HO0pQDPvT3MoAhrrrUX6pqcOLJxTu4Q,Yasuo,uUviSpVzf34BZb1xyDfVFh6hnRAPBSSZg4XUBp7-r47XNSs05eQTzU32bKcf3-HIWX6Fnv12_Ou2sQ,Jhin,LhhAnP3p51TGIAV8RFmTRcX7q0op9lGtEzCE1BBN2kRDLO6NaYDUoodjxpZJkHmosqxFipUDRMZarg,Senna,0IoU-EUr2p0B0yjoPZWpduhcR8uTjl-NKeuagNpeCW7Luj7PsGEJRi7dMrJj4U-NJRULR2jDE2BzdQ,Karma,iqJTtanRhau6l7zrTXWQ8qgnqFTM-F0ZYcLpOWjIHXsDrAiLBOh-PJDGOjgScfuhV77xfuI2ara2hA,Khazix,klshrKKgGjw6J28wtN4Z94lkuHq9PpK1LBPJn0r-682j-4OfUxLueKR0je1HwRNfuS_M6FXOz7mBeg,Mordekaiser,I0-RMoP8-rBUP3pczNyILRU06ejlM6T1_bH2A1Z0gsv81jlkoeBj-mwGUsYFuDqhrb-3ehQsvsnpwg,Smolder,QfIphZ3e5tF4_XEW2maTkjC8kvLxssw1DZbpDOCdi3QAlFH1OB59jDJe1-lono9JHNG2xgf4-J2DnA,Lux,0,2,0,3,0,0,5,6,0,1,3,1,1,4,0,2,0,1,2,3,3,4,4,2,6,1,1,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,4690,11,6242,10,7175,11,4566,8,3673,7,4834,12,5952,10,6448,10,6787,9,4907,9,-2582,SILVER,III
1291,No,Red,NVx2BEkr29-nu1_48cvedtY9QjethyUPBWx07vwB7Ltt-qGi2vmqlOtgixdrn4CXVOImhlD6J-gi-g,Kalista,blue,5EAJLRNkjIPaDdXh1SVptvBVEu5Bd99QXiyNrXOscUi2hn_ccAiS_j1-bjCf2ifWiVNvlZ3O9r5AOQ,Udyr,3mC7oNWxiLUahlYWP89RwdnM99RPpgOGAUhcrC3PlMsOgOl_DQ3Px_2xz7zXoP_xMpKkaon-3EaguA,Yuumi,FlwXy9-aRN5ggumXYsyzl1xP2kOOPr3TwzZZtwLxuMo9xBr-5Z2WVW_92O_UnvWyN2el1gposbn2lA,KogMaw,SOJGWgVVk5IuwS--e3SYC5qy_9dQ6wgJ0Ww-EOKKiPD_WyBmjL6ZgqlwZkor4nUN-hQdAZ3h4pmNUg,Taric,bfG_vPh-JG8QD9Kg7PLenesRjoyg7tPYVegtSHYs1sa3TfqjMOmkpVgQB6F6zXmI5AOuZWwHwDUOug,Mordekaiser,_7M5_drkkV8uoLY-f1RaPLA9ixUNQRK5gQjcL9jGR-Em1MHeKN8mUv6ODSoVIwuLout2iZkXlGoKDw,Hecarim,bCx_u1WblyYuPRqWFldmpD6om0E4YN0eeIgB9gwrmuEVWnhBWbWX8QzkcXjmnsfDUMgFb15gmMgKEA,Yasuo,7vgd5m1Jd6_xsNhN7mrZMap5xbBSMJaUv31P2DuB7ukPPudkhDIau7zQa6B3WCmuoSG-omZTNDjMSg,Tristana,_D7u1TIGwMYG8pgQN0oAb9SC9kpKIaeMs7r_htEfClL-0R5WdS-HTl-MtDiw4PxUxKxsXMD9PxZaqA,Lulu,0,6,0,1,5,1,0,8,0,3,4,2,1,5,4,10,0,0,4,0,1,8,0,0,2,3,6,4,2,4,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,1,3642,9,4257,8,3066,8,6031,8,4318,7,7715,12,6329,10,7861,12,4993,8,5164,7,-10748,SILVER,III
1932,No,Red,aCFxqsqTqNSLc8UNT8vAUQRjANLjVgPiqR2XRBDZ-8McHKkI79GZUnDwrKz6OZPutFBD-L1mq2msyw,Riven,red,-kN4s2780UNnhF6OzMZYVhtQavqp0yrl1CXz5g_HLT8Kcm5YT7L1qz1XRFcH3E-yFhIv7uiPqCbR7g,Belveth,XPYlt6sKVkcNPFV16-lLTGH6Nd9dPS0rN7jtwm4xhK4CZFHtWlKObQBDlFWkLEtxzmQCKjvT-g3jRw,Fizz,7Q6ma4-wvIMuHY8vk14EH8IJKkIOGlZcJ4xTbHzSnMtjTu6t91mwHjw8ezPilAj_dWihy60WRKuUDw,Chogath,3kyV-XPDxgM8_bOLt6nMVGkahgtsu6hGC7DbN2dHnM9tU1QIrMCDsuaeTtXd5ed0xo2rzv3H06axhA,Velkoz,5bvj0lIoEJ1lo_AnHVSlZk_n_CR_McOyN3wx8ESu5_iLN2pIc_FufxzN1H0IrMsZD50Z97Lka6Vt0g,DrMundo,VYtwkQEkbZ41PGZPmIVI9Xpsp_j5QhpaqpjS05AcnKxsBZFoP8mB-fxu7_vpUOd9KTXy_v61rPwMjg,Briar,rSoWjSlxDfAieqEwRSYFPoydTSPbSuC_qtumdEucNgZcIXPUqgk05xgYbee0eSahMcj4dFawgWXldA,Malzahar,UIy_t7YPPYLj-Ql_omClYgZsILRPYy3XLf-UykSa-2gpJRlaw_BqsB_oHeBu8WrDZ1sAhUUQhGf8rA,Jinx,5mO5YWuqe08aNPZGAcCNBX8923oUXGhN0NBhZhVvK9BHiJbrtK_WKPgZpRGuRZCZ-Nf-VVc-EpAU7w,Lux,0,2,0,4,5,4,3,1,4,6,4,3,3,1,5,0,0,1,5,3,3,3,4,1,3,3,1,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,4543,10,5835,8,5329,10,6217,8,4818,8,4902,11,6747,9,5988,10,5462,8,4518,7,-875,SILVER,III
1585,No,Blue,Rov9e6i4RzbAaKo2bGc0wWIWnrSBtkVfn-Bbz_ICfC1E0DiLHHNVDOjipXXLmpUwALztvun3FGs2aw,Mordekaiser,blue,lXHdghDQ8vdhzeUZ3MKdqDUcjSd1E24XhIKRzcLdr-Cj5-wNYY_se0DuqS53NOy74u52fkGhhuzFHg,Briar,W-W87-0meUe4vFMrtwRaO2LItDfMPNauhpURyH6AI5Jg5NOsWk6XumEOj1b8pwNY2ETli-PxxIEdPw,Ekko,c7peZSccdhavK5ourRk7PPh2SQuFUiZ687mTOPe00C1fvoZmxn3zCMWCo_s3uY1NxHESR-CcpZHO1A,Seraphine,Vx8Q6bGU2J0Dd_xv8elQ6Urbo9XAPWjp7RYTwxXBXmdIjz-NJ7dssut_bt2mdYCyCekqLDAXSyzb_Q,TahmKench,o0SMTA-uElolsdz1Ffi0Tlf7O1AOnrLXLRJMnzIKYV1sbalc_Kenzki3WnZQSni-98u9oV19KyUJsw,DrMundo,N-ytDb9GsAmLJQ7vGz7S-3laNXgob2l8y7phZIUHzABXzy8HaxU4-0NPletWqaT9H_vQq39zNDmrWw,Amumu,g0i6wJ_m74qZYT6H5OF6mUTRM5I6ohlDRXV0ljQYuDDXevdjwyCLEkjGMlnSkgZwMZc_ApQ_lsH8IQ,Veigar,S0-AHArONLYMLp0lLMt37US1jL2ZaNw3OnQF62F31c7sI14pQaOhziGjiVn2J8WFX8JLtx6kEO8tGA,MissFortune,8HQ0qkcn7sTnwYciuZWk5RWCJzaOVuUR1JyzSOqsIPMlBrrXR_AGWj3Wn5yDBFxl2QQJxUg4cRlJ2w,Leona,6,2,2,2,3,2,5,3,0,0,2,4,5,1,1,2,5,0,1,5,3,3,3,0,4,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,8100,11,5347,9,6835,12,4442,8,5261,8,5021,10,4362,9,5304,10,6573,9,3610,7,5115,SILVER,III
935,Yes,Red,4HR7AjjH9pTrTeWdxUVv04HUY9kzQvdxW2G2_KiLVG4EDL59468AkD8xjHhKe2HsuFzlHCvalKr3lg,Akali,red,GH_JeLijvOBID5NcDhFd17OQfNBTIBl1eM3zmgVvMZDWGDC7zK5RGsyCbMeWscLjYWP3TvHU6tx_mQ,Hecarim,UTW5Mo8Pop3MeSbGs64v2E2Y2UXyV0ay4y4U9L2SINCxupK5f9vX-DCa0Qz7DQaMSKMPOHW654g0HA,Ekko,zvw2fi-_b-EyDSxOgvP9Vy7DnMWqrfBc1SKz2wQMbDuDE4w-F1hTWo7yuQg7aAnt3UxaqmfzXKtFsg,Ashe,AmC2pBYZt3OErzpeGP9i8CLLtXY4NPoQPDLX57Mom1IMbg5grPMYCePfsPSDpgsuKrZ-CZRnGtS4-w,Milio,WfooyohAnE-nwvrRAfCWBZ9L8wBQXtwAQ4fBGly60ZU9ncoY8IYeqJxYuFa5h48mzm1RQL-vqvJ1NA,TahmKench,5T7nmbPpgLl3Yq3VYU53aWgp3uTJaIG6jY9AoyZvOb8VKkG0yAsdGUPwIrjhyQhq2vdav8RZdcZdPQ,Nidalee,VHwyk_wCelLi7wDYddJHGicgzDFnPw3o_GazkW4GDkUnYeVGl_vcNwFVvgsu9W32PsxYnAOP254S0w,Akshan,YzfLUYe0f6RxRTDHG8iE1ooKY8cv_CUyjMfY5ZdxJt0yh1DIdOc3b7oGYgD0Wdks-X5skkEJBXz_QQ,Jinx,eF2KqtJtDfxsdCATpVL4bMTVVBkWN5x5dyv__cQrp4FFIEmgJo62vbnOFNLHilM1SUH36r1bzDMNJQ,Thresh,0,6,1,3,7,1,2,3,1,1,2,2,0,1,2,5,0,3,4,2,7,6,2,0,3,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3981,9,5458,9,4633,10,4721,8,3621,8,5599,11,6415,10,6817,11,5473,9,4114,8,-6004,SILVER,III
1709,No,Red,Mocwo9d_o50x97RWBAD2UAWe_n3DNmNudS4SXR6Y3bJ6HewhOKRSKaeFfn5_E0hYsj4GMQi7dB55cg,Yorick,blue,bJlO8QL68cvj6trkQffdfemawIRgv0azDBREyYHzi6nqzMAI52m0odiaxXkb4fXHiPd41QbPNaTUJA,Briar,0M5uFATOv_H4rzZ2HuNH6cL4QOhoPRikM45r9dGhuwvznic0GHEAdx6B-nTXCJ45j_hsvRCjClpqtg,Lux,hooRHeyUjdgauhFGxvpOc_Ck0anP98MiwhNtZ5Vx6k1BbFeeGewHUhe-V6yupM-YpjIHm-KhQmnKHw,Sivir,DwD1nBDoj-SXv-62d8JX3qhnziaHkdTYqUDsJFOMp2uzzVOcu_5adjl8aptsmw24WxZ5hflcB3JYQQ,Zyra,2IHIiwA2MyUfJKfZ7NDKJ06Y_J41Iawy9qNGxzUpDqfHM43iiR55QR8AUSjWs1o0F9dg0hQCAmGPYg,Aatrox,iN84EAsOxMPunWoKj8siKmLUcjqkD7b0bqWCh5fNvhxxY7UflTGqriQg3UhWF_IslgT9Nc7askCdUg,MasterYi,rl12TZR8AqmB7rw3BFbSnT8cRTJmD6f9c__hN621pkm2tzd6fNArccqH9XoQhcwe1ya4AUb3aKIw6Q,Teemo,TtuZ6fh2zj-ge2et2NaUXwlPzAtD7ZwW_oAZkIASPm5I_q26iJYGJv3n4_nl5RJNLdZqKHIT8i3xHg,Seraphine,m2kxjkATgLnDzvHgH151BMSvZOtnzwN0BUgeabW17AYP848nWv-cqX35FUWG3z4svHbsiqgCZ_GZ4A,Morgana,0,4,1,4,1,1,2,2,1,3,2,1,0,3,3,5,2,1,3,3,1,1,1,1,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,0,3523,9,6238,9,4492,11,5438,9,3749,8,6949,12,5700,9,4829,10,5094,9,4430,8,-3562,SILVER,III
3762,No,Blue,M9GzAEcUihuktM7_1n86PVRbf5Z7He5MK-l2yjK0Xr1O4WzO01XPr7ueqahZx7uSqBDPCpABbiJ3cg,Briar,red,RCQMQ3BKwfnKR7eyZO46FPNwVSnbG-r5VVpit8wZ4wRUQutLcl2JomS5NLV1bZ8hOPOLuE7rcHqxOQ,Warwick,2uZ9mQTJfxJO4XHneZbhu8k-oHCUCKiIwfVXDxon7cki5_nrTWAzeetXnsuFgO9RLVoPyB9DPRdhNA,Morgana,yRNSKbau89k0vQ9lXddpvqTTPbZROxzbi6sI2IjIqVGKLPkwpDYIvF7XbcVSCWCDIHkMOCnzRuVj8A,Caitlyn,BIQXOacHja15le5tG6k3YMTQGQ3CZnZ2GB_4K2IYIhOxmRUI9HNoRlFvW45Gy4_Wdizh1qbAY_Sw7A,Seraphine,9wgSxqrDX_XJZJKmd7Tu_MUXBDHm8qmo9Qeu1zx0YihTMnD360P5YlrFJ7MWwvIaeNHl9ZxmTB6DqQ,Tryndamere,SiWqKIkpYpXe8AZCsgRrj0cKxiw3vOOor7ZXIE3atY3dT2kxdcJd3jQU7g-REuRNHpI8_0mc87dvqA,Nocturne,J6g7pZ0HHKc7sUfWJbbRjulGLP5ymP-ZffiXA32Hh1vyOfxKCGzIPP1I8dLYT-ZTCrfbHJjL-yMz3A,Zed,s4cU_-g3AT7FAkDMHvkzijPXHAbFpof9_UJUGK5jrYPELTiqsrkRKEtabdILRWdvedjcl2RfgYiNLQ,Veigar,oXcpI7MNyP7YSHN8AjPcLsJv20U2IMF84B7rQ2LxYIyn7bDap7d_PaPN0FA54zxJb8UaGox4ZjGurQ,Brand,2,6,2,5,2,1,3,1,3,3,2,1,0,1,4,6,3,0,1,2,1,2,5,0,2,2,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,1,3973,9,6154,9,5396,11,4582,8,4035,8,6629,11,4894,9,5094,10,5649,9,4584,8,-2710,SILVER,III
1564,No,Blue,9FZuDYJl7Md-E5F6dxEBuxf7c3Odm8C_dTYOKuWluFg1zJdmlDWC-GigyRo1AgpFv8fnCPpJxKzzvw,Aatrox,red,WzL01P6rD6_Hizsh5gK-vl_PMp6GfTNhU0pVS99aYsr0vm00xwsT_4H4mDv_uFgZVGi9J0ZQOEABkg,Briar,a-OpCg_25OOefRekJ3SK8EJtYrQbdU8wnZRwG8D4GtKAFRxqTDzgiZb_QI_HM5ymHfA2TaWolO1puQ,Pantheon,rpyApndSAMUFijh0WaWA-bBsOC30nadKpWFB40RwI4ljRyhhgwbz5lbLGeWsd1G2_zHLHJBYGJv6xA,Vayne,7TPXuT4kfmtKLa-WVoLbl3t565AEHFAS1If-YhoRvY0NjC7_6SGnbVO_EaI-GJOFKkzymbdlre634g,Bard,HbhyMC0qb-ZYq3-Pdsg5NhdaLJtOK1iKRhlpudpdAGym7_tPvCbM3Gz8DK6CHWC5FqAQGsn9sAteOw,Sett,FvkXIB-GSBIRVBHfOQmMQcqTrNlqJodJV_IoVMojoMy--LlWszZS4AlFaBNs8vcb7i3Gj-vv0pvTzQ,Nunu,9wsC1fotVZuzsLqh4HfpooqCaux7VKpFR7yXjGN_a_lrSNdYNSwZRs-VNkSiXAzSLmRffy1YnmGC8g,Malzahar,Lrr0OZb7d6gkxyIANO_KiHGXTI4mVPUQLuen14mCFV4jo7P4XqSJPtilRnI1K_4lmM1NqFsMoX8S9g,Samira,f1V9wg0eACn6MP0y6B4bh6Zj6ikLtJmx4jMa0leVDROn0okORhpgesLVWCW6RjfHN-YSKAJuTs3Bug,Maokai,5,2,1,4,3,4,0,5,2,4,4,1,0,3,6,3,4,0,2,3,9,5,2,2,6,2,1,1,2,7,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7117,11,7307,9,4443,10,6149,8,3953,8,4609,10,5739,9,6466,12,7519,8,5155,9,-519,SILVER,III
1381,Yes,Red,uMsjtBwff8clZ3avQ7D5eQB-seHfldiyosMm08zb5qw91QljBEo5q0NmWd15PzBC6HW6LAiD91Gebg,TahmKench,blue,4wScfvXFWLhsJFXFoa1FjS1r6ms7wLgnWxc0Lefd24O0vQ5Q7UZKTrkesFvKv6AY7H5x5JjHY9ijVw,Briar,ZN9BUM42HciIoWpWx7LaPb9PM1GHr50Pqm4L8Wgpo--2y2jRd_wnlyYsNM82xPZYT-UC2MTHAKNxlg,Viktor,WvvsZ2UnwQIxExphcun-xmAa05BBZ7dnYu_p3gTJnstU-WojFj3l3MIlWYKHgHzz-_M_OjANyK2sMg,Vayne,Wa9yjP-qN2DOUiGgMgqnAWps91S3YVSZlgEeX3qoc7bQ1bkTELgBWIQRvtIT_Ic7Y0We1iLv39Hwzw,Velkoz,j0YZOdGEhutFAi6TbBFNVjRBNK8PVQMp4bS0xRmp3iXiUvSV1SirY2BKnQYVjvQQYyVlqApjJB2-rA,Mordekaiser,JY9yTVe4xK6aoICE08QrdPK0-IxemUP17IkVOhqtrxSbisRV6uhNEzG8PIbApOC4yjbobyGs_HIPpA,Kayn,uSuC8pblnMRJI42vAqLMyLb7XUK4gTqF-R35uuDaYJJd3oLFqYDjWDMNn9f244X2j9P2tS4C9kc2aQ,Akshan,sVJeYFo8PfWSUiOwFDvae7sHHzUEQsRBWC4mAAsxT3wvgR-BLlNCAfygvD9ifemf4X-dzWF7VrzOZQ,Smolder,ulMueGAFw9ora7cNb6fMhGqy5uerVPvLqtay6pyCz5DLnufuIYFtEOCkoGdwP1vk5HbV9G7vmLtpNg,Thresh,2,2,1,2,3,1,2,4,1,0,5,0,1,4,0,1,3,1,6,0,1,3,3,6,5,0,3,3,1,8,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,5062,10,4587,8,4704,11,3692,7,3847,8,5064,10,6761,9,5855,11,6408,9,5212,8,-7408,SILVER,III
