gameDuration,surrendered,win,blueTopSummonerId,blueTopChampionName,firstBloodTeam,blueJungleSummonerId,blueJungleChampionName,blueMiddleSummonerId,blueMiddleChampionName,blueBottomSummonerId,blueBottomChampionName,blueUtilitySummonerId,blueUtilityChampionName,redTopSummonerId,redTopChampionName,redJungleSummonerId,redJungleChampionName,redMiddleSummonerId,redMiddleChampionName,redBottomSummonerId,redBottomChampionName,redUtilitySummonerId,redUtilityChampionName,blueTopKills15,blueTopDeaths15,blueTopAssists15,blueJungleKills15,blueJungleDeaths15,blueJungleAssists15,blueMiddleKills15,blueMiddleDeaths15,blueMiddleAssists15,blueBottomKills15,blueBottomDeaths15,blueBottomAssists15,blueUtilityKills15,blueUtilityDeaths15,blueUtilityAssists15,redTopKills15,redTopDeaths15,redTopAssists15,redJungleKills15,redJungleDeaths15,redJungleAssists15,redMiddleKills15,redMiddleDeaths15,redMiddleAssists15,redBottomKills15,redBottomDeaths15,redBottomAssists15,redUtilityKills15,redUtilityDeaths15,redUtilityAssists15,blueHextechDragonKills15,redHextechDragonKills15,blueChemtechDragonKills15,redChemtechDragonKills15,blueMountainDragonKills15,redMountainDragonKills15,blueCloudDragonKills15,redCloudDragonKills15,blueOceanDragonKills15,redOceanDragonKills15,blueInfernalDragonKills15,redInfernalDragonKills15,blueGrubKills15,redGrubKills15,blueHeraldKills15,redHeraldKills15,blueTopGold15,blueTopLevel15,blueJungleGold15,blueJungleLevel15,blueMiddleGold15,blueMiddleLevel15,blueBottomGold15,blueBottomLevel15,blueUtilityGold15,blueUtilityLevel15,redTopGold15,redTopLevel15,redJungleGold15,redJungleLevel15,redMiddleGold15,redMiddleLevel15,redBottomGold15,redBottomLevel15,redUtilityGold15,redUtilityLevel15,goldDifference15,rank,division 
1532,Yes,Blue,LKLgJVVOoav4yXLG5__P1hLG37zUycCeCRBH_BZHFVdOkxKUZbOs-RIG0-E_-BvtGwc4ceaPKkAjIQ,Irelia,blue,J4Xav3Kk_or-rlW0MvlVDkk1dGpIDXm-UGODep9Mifh0XXpwNoUxMD5Lco5OIgE7kPX4WY8Zgqn1Fg,Graves,NU_b8FxtNZO-PjpZxEX_lEVM84RbWQ7gaFly279tuJ-MY17hqGo-GTJQ1JXN7Dd5A5YOYtUZFtBftQ,AurelionSol,8O593eECJYRs8W2svaiaHcfsTezTC7ZMS2Zf7MRSITwnxE57_M5T08z5WCx1qZktTbVm6rnnRulSZg,Smolder,Q5hdJqgcEnvG-oHDBd3K1uZuKvvIT7QNnYoQY-l-Qu5fkVUWQUUvaYQ8xfO4zJ9jN0ZCIpUbG4TqTg,Lulu,IaaVWqys310r3KSsqls8TGfZ6bkKPPAPvt3wwr4BnmlEbNvK-O2TzfXbbK22sEVmTEYN_HXudfWwRg,Aatrox,GORV9Lfm6jHbog4M2vWglTBLkpx5gv8dFReUaU7FKKlyFlSlxfTswf-zMg1MpLQL73KzDpnGXk90bg,Belveth,gKlfcAhMZlW56EQhFV0FVkyJU1eAqdvm5rx4sdJSq63KPVzLwVGARsfprRTS3Hy0klZEtsw1qgbyvQ,Hwei,IsjThyE2lV0LmcL5FsTph1-hgpyVZP60O1-V2DtaeIN6UhdEQ_CJPd-blN4WW5KqaBbHL1pBDX7lWQ,Samira,h672HjjM0whehnYraesuVXMuLPE4hynw9i2VNE8RTUufB8rSdajQsRbbQrEVpTh01zhKYTvW4za4qQ,Pyke,4,2,2,7,3,6,7,2,2,2,4,3,1,4,8,2,5,1,5,3,0,1,4,2,5,4,2,2,5,5,0,0,0,0,1,0,1,0,0,0,0,0,2,4,0,1,6439,11,7401,9,7066,11,4140,8,4747,7,5913,11,6180,10,4791,10,6576,9,5282,7,1051,DIAMOND,II
2332,No,Red,46pebLGWT_QXMsotyezJyFAR6cqyxXLwHsmpiJIK4IjBlcPulv4VSDJV0TPBIOdtDtr-Fw8tZVdRbg,Karma,red,CrnjIfYMy_mMKoCfxmZGiNqq5TpQBSPGUfDxjpxHWtkDFoc6z47rEZSQnjK7ZAiM5hVJJ2fj5D7lcQ,MonkeyKing,9s5S1O8HCT_51uTuL2he05QcO7Ag1ScFfSW6OZZSntyyLifHzOcUkU1Vced9b39iQ0AuwQT8ndNFbg,Akali,XzZOVKEQ0uhrw1yy1pI5Fay8r8zIPl3V9e8qz8KsnSYzUWV3TB58zjBSSwmE2BGpBg0WAok6qXCpeQ,Ezreal,QfuVOwrtIDPwa2TkYSB_mvaZC6My75mtAfZIvodae1O7T5H0mHJ4KMpIAgDFSNlvqN6TIw96wt5ehw,Velkoz,NC-Mn_pCWvkzGQI5RJNeaGYNoXNpdNUbMayt7lsRn8MtO2Mwp1ucXvnCZwUERzSQi4-jkNT_IyIhoQ,Garen,bugA3qva6irJ3uVeR8kbnrGXdyoNoL1PXmnwbyn-HEsPHSJpqSXKlq-qYPUUokJXQ_WArSlSDUe74A,Graves,oZpG4Y8QRvwnyACnBcrXva4vmkeFNBd9Q1xsqpUImQGg3GowFsCY-140S9TgcQYZvgJ5KgzYFnwRSA,Anivia,zqZDEA0mZMsYTuBqdM2SufbM87YruN7c5G6J3sesiIlFxTZpHGcJJTOhGzcDamlS4oqVLYylPbZcyg,Smolder,Xiswuaxjq7OBAAXfnyRzujK2jxiID8vkkZXqzFbhjJq1l_rLcsBQyRIcCppipMLG924QzGtIyuXI5A,Janna,1,0,2,1,1,3,3,2,3,2,1,2,1,3,3,0,0,0,2,3,0,4,2,2,1,1,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,5307,11,5109,9,6044,11,5033,8,4132,7,5040,10,5432,9,6249,11,5244,9,3738,7,-78,DIAMOND,II
1914,No,Blue,GAJom4QEkvVSEDB7yZZjliIm8CdUHAzDsDc_ZFyW5HA6r0aZplbJ73dN29Ucjnxvn_Y-NECFvOQNyg,Sion,blue,M05TO9TOIbTk0FPtoEq2zfshZkR12c5pldfjDVp9IJSS5LOkpVFVWunFqTBV4y9DJyS69LFhxh6O8w,Graves,up99LKyDK9fRuUJCgP8Hcizi_Ndi7FHr6Gm28SrH3ravumanIdS56npgJgJt9j7PDwQeoQiFK9JjCg,Zed,lmhfpGChVG7jNTi2EwC-xCb7TVyOjkYuVUO_oiMAKMegOFjvVJWpddbtEkAGlucqa1PGa86ih9phaA,Ezreal,McjudshpbmSAmsrtVrt02J6Bokk0QEJWklYtu3Hn_RUsHg_hG2NH0jHeGFeppNuuZ7DOBSQAVFhevw,Renata,JgWeQZkkuqSnGG7crzItg4nOvZGhWxd5OQCnQ1OFvTSGgiX7dWKQj6Rvgjcu5HW9esKCXkJyU0OB-A,Aatrox,78GP2tnktJZuH0SMAJ0iC1voKByrxbobWjZlkyWReySsF0X3ITZQyvLQgh81k7gBWdsdSTPVSUiTig,Khazix,gjXr75chDwYgaytnXD2MknoXRQCpuGPCsb2HkGhAKDjVVuCllJA42TcKsI1gWOwH6-zUaNDMdYHGSA,Karma,Up_rNNiAmNKGTAKH3LXosckXqIiOiKo2DmGrviDakUfqvqDFmzjJIw-VJMbWZ_JJZaogJiBgGGe-gg,Jhin,nav_0XWCP7p5KJ8pM0DYpX8Q42nXyxaqLmkALuO6uysKryAO7hFRsAUZ5FV9Z54Veb2mB-L9YnXrIg,Zyra,2,1,1,5,4,5,3,1,2,7,3,2,2,1,5,1,2,3,6,5,1,1,2,4,0,3,2,2,7,3,0,0,0,0,0,0,0,0,0,1,1,0,1,5,0,0,5499,11,6671,10,5717,11,7415,9,5408,7,5600,10,6950,9,5209,10,4514,8,4690,8,3747,DIAMOND,II
2005,No,Blue,FstTOcYoY0QFue5gIcIresBATVhaqVx2FRBQxjUK_4K4lx9MbB_37B1GB6-Tiq-Akyp_lidlvo1cSQ,Nasus,blue,_n69gCtOVvZGRJ4eYn_p2J9RMOxMk-xO0yRAQYBSU3uUkAF2yITWMgzj6qVRlmRbhv7tyj7vUwNHwA,Ekko,hLXZmaAm5zUvrmRn_DVwnA3QBmF7pHNk8E2lUXoQVelAk8spg-ceBZpeWGETg8UMgnTJX7KCRIRc4A,Fizz,xdTPTtFT7nbKBbgixYUzNv6Pc9pGrNuQb5XB9RibFnj4Xne-5iSnGliMgXyPtEMYD2Q_rfnLViTbAw,Twitch,fBkVWgHPj4WKhl3LpXFduD_Xh6CI1Ma9I_FjkCzKYAVScMzgKIYASpXXdPk3JhOUXtryozVognSxaQ,Morgana,I-Z17RIj1Sy9E0EMNRd72nT6WPltrLEYSS83U4Mz5JXiMaHYw6ty65LnNV8lwK4d9wl6KpdF4Vtqcw,Udyr,oif3xLItol7kxonKsRrezClNacPmt8ssAhCDh2dHU9D2StnEBWo1QDHGSSp_H9ZD6L6octxSMGAfOQ,Graves,rXI2OLCCYyOC1Ff2jOJmktgZqGcNX-azpDfjDMI3euIe6hJ9qpM74fPVdEiHm8AILsk_hRu1i40pag,Illaoi,p5qqSRWjvFfhfcqxZz2w3q7jUGGk3umWVhCChWsJZ799ig1ghI3VVN3YMSxaa5D64oQBYbjba3AE1g,Hwei,YunJu7WrUFelSDmUKKnF2zfAU2L5mJ8WnEci7FpSIbDNQbJxR5yu3uTpSPXoHsEv2zpePg2DGoWYfg,Bard,1,2,1,5,1,4,4,0,1,2,2,0,0,1,3,3,1,0,0,2,0,0,3,0,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,5065,11,7192,10,6105,11,5306,9,3771,6,6323,11,4440,9,4886,10,5573,9,4911,8,1306,DIAMOND,II
1579,No,Blue,1wLPMWTfkRynrvK9JZdOqPepRgQbImHxiwLeH5h0IZh9Dldb8lOORIxJ9LqYjljIfSFtOfG-0i2wkQ,Sion,red,tgFmDT_SQV8rZzVswYFlgOwaG8CVmZT6hD9WXDEx-eOzigcXSM_nUWCgke-GpFNSRk4-1WDUhfk88g,Rengar,0VQFlHB2STTsbrqU3NE4qI89bFzNu4fa7hY8zy4CGUb3eKkOaBs9pkxV0SDIk-KGaRgIrd6N_ufkbg,Sylas,mMGG1_vEEdozBF29F49XR2TS5z-IxjD-R9_elcUP1G0oOrybDabbYoTMgY7JyLsOIR-4OA36Q6jqrg,Caitlyn,xVwJeP6EC7tjLNm_zLBdFmli4lSaDaDpX237RZsrcHbwhBxXqP29OdaW7xscuSMwIw09_-14Fj4Cmg,Senna,S2fOpIY3_RmZlMGZJonulEH1rnjYrTPeQMv7mL2cD5SuBRcellROOJWLmzvHt8GVcig5BbRrV-lyeQ,MonkeyKing,b02c7Vh9SnwV2JkaSGXjS2T77SFRbFSHgsoqQexbsF2j1j5TnSMiPxpk7JBeoxbmuxwYLVKQXoO05A,Karthus,UzbpCgShU-GdFVhygS7Eji-72fU6iNLgFPb_f-pS_8f6d37GUhrbr5On-aLcZDCe-A2TZ0Ks2JvFcw,Malzahar,A399bxbDxu-nKI240DbMAh4J5CDnTILTVylZElvNf9vkgvKC0DY0sTtr90y2ydZ7g4uGxUHuOb_SfA,Smolder,_0rqVQ00O-wsa14UVa0F-5L122dM6vvt7M74cBsQSQRzbK8K93Rj_K5W0FXBq3WfaXsBeGn5DXbfcQ,Brand,3,2,2,8,1,3,2,3,4,5,3,2,0,2,8,2,6,3,3,3,3,1,3,1,1,2,5,4,4,3,0,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,6316,11,7837,11,5361,10,6510,9,4959,8,4831,10,6047,10,5580,10,5161,9,5018,7,4346,DIAMOND,II
2039,No,Red,FkZHKnOaee9qY-Ypsa3IqEtV5SR-proFwYeWNI3hNRrHtppLGocQ-wqDBGBWBHCxuYI4opsAS9kNsg,Volibear,blue,QKCLzWOY8Xhvpl9IAyg17xivz4iHObvIUTuzwrjtTihX00xMuFS_Y7GtAvKQCbldFqowkd05z-HomA,Lillia,fMahmlmo4lpNi59meaSjrAU1e8dPNflXAGnP7992ZHtqdQQmDbdKIdKi2WCiugfHahD54WRDFX6uow,Akshan,YV-lyXcFSNKMMfxwgsMLVmfFcJJANmgvL1CZJq214AlY-c_eX0flnGOAoCVNNz6pFNgF00AqHR82Mg,Kaisa,9WzzTjXi4JFtmVCKXhq2ijG1oe7ELkw-NHSn_eF3l0xyOD5dYFIWklXF5D7psokMCi-avVfeMmdocw,Janna,Fp3uLupSzNa3_HkeJqRebyjyIshC5YB8wvxt_smtItCTUoxdZukBFBazNftQ5ZpzmhfDqSfxmIgzYw,Garen,R9KnRQxQaK-LwGUIjvuPR1NvZkh9x3aBs1GwqECchMPOFRSirBwOM8BnB4RIP8eVTGfAOCJrCiFxCQ,Karthus,Ku7qoqtC_BCs2mXdFLJQSqRosso2TGXKz8i5ajh8imkj_M9Nmj6ZNTqUL_Yhl5-3O5YCu9jBIYp03g,Zed,P8MVdEjWrJ0RyulaCuC8FvtjmOoHU45i7GenNmIXmLYPtEQkA0pQcnNR7o6CxnipeXQb9aQear2qeQ,Samira,b6Q4d9yASqcoeXqeJ6a4XGP6PFLu33m-Wg1TCeadIa1qOsT-DsJ15hVNCedgpX-bboKvzvXig0Ta1w,Alistar,0,2,2,6,2,4,4,2,5,3,1,5,1,2,8,2,1,1,1,4,2,4,3,0,2,4,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,4494,10,6961,9,6179,10,6751,9,4595,7,6201,11,5179,9,6534,10,4857,8,3764,6,2445,DIAMOND,II
2155,No,Blue,h9d2_0p4O2SRxCGLUAEwBJUaJkOVqkqiQk0gInA1LPxoSBjxlkEQbgiGFtSny6kmeA5B5QRSe1WLkA,Cassiopeia,red,VsKqkq3K9KAvnibD_5gh6eLqRk3KzAENxSP4ADQA6yKOGsLEpaoNS2LjF8rFvMdMznP0oOmoQd1sRQ,Evelynn,p3Ngm1zSGtQ74tbl7A0Aif60m_qCs5_gI_XP9Fcus5lA03_uj_7gJurgdASI9fvf6g3m5_jD06fpjg,Katarina,hi-Hhg3EmPepSAFCVX6VaN-TYFIFvONJFunjRcsf04V5RPcE_ULQIAhtGmOGfwql2Z3qRa8n9d28ww,Smolder,FstqUHXSntZTvro60Xn0xxTrTy_JLrNvY5NLmx8llCBOhvM-cPiUDbg_NiwGnUMcnZqlbS1QZ4IE3g,Alistar,OCVz-bQcN7XQNwYRbKPlHmv6Y7mkFbVAhWtptkjE3Q29FUoYqo7gZMJ8WZgAXduE7yHLgnZzrebskw,Shen,AP_A3VNtY8qpikOLwBupZKzRgsyXzioGNbnpj7zztB-0Y5oL7c-2m4zl20Ogdrj20fLyYvQZDp3dgA,Nidalee,-XyZDnerP28t7MsYkli8UHHDI7MUJswfUuM0d6zmyyWJ4Qn4_oNfs5f8k4GdHPoDz--wfehTvYJy-A,Orianna,a4Csam2JDHgK9hA1AhQ6OTYtN41_WGne8_GnJBMe88kvU-IbPkm_GjVzTzb0e5PJdbyP4wtfkblScA,Draven,TgPKphuRRWdzvXvNcsavboU4VX_kHgXPMLOIEjbk6d4mIwPW_M4RtTqAU-Dgp07-YWF29C4HQCysYA,Milio,1,0,0,2,1,2,3,1,2,0,5,1,1,3,1,1,1,4,6,1,2,0,4,4,3,1,5,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,5631,11,5547,9,6796,11,4387,8,3866,7,4305,10,7002,10,4625,10,6915,9,4225,8,-845,DIAMOND,II
1789,No,Blue,6-qqTPdK015-H374qVh2vIIWsY_ORiaazd0-kGo2dHoM7EhIAXu8QRcACmLw7zbr_NYc6AGTMxHuiQ,Yasuo,blue,EB7R3N2LMBBZFtyTJYWxeX7H_nerYZuoJBNMNMC5lUDN3W-Dm0a5deq26T2zvafJ-PnzzpLPq7LkLg,Briar,wwELLEXkLozJumN_iBLgyyoKARRxR1bhoeY_M3uTTkn1o8IdowzG7EDK5pSyCU7Tu9QO7svMngc67Q,Gragas,kNaOKEoSIaah3GO-6xBxYFjL_vU0GYPu56CYxIzqe9p-OnKby3cpMuuF0T4LnzW3nGF67kgw1PxbCA,Seraphine,M63L-9Qi6xTIXhGM9pud_q6rz8LWLgAbunue79sgNVG_fMg6WB-rlyKtzjlV55Ogx5FkIeSPVlWSjQ,Sona,tktgUWDCN2CZrbZ4mWU2qvONKzGMJYFJXGHLuFGtOMUAOWIOGGPHAVvtkcaIEHAgxK4yQaZomYoZ2w,Illaoi,DGjP-B8V_FVVnjbBrJdMaCiAsFM9aLJ_cBpxMWBGumXXvoGBmA6oCAVrmlra3EefRw8G0LFbN5LRmg,Graves,Y7x7wme--ZrrUw3kEv_ZwVQYON5cXHrnrrAAIrQNt5V6Axw0Gqa838ZUtZBErkbub26TS7fZc8MD2w,Azir,3djwMJr_7EJ1mdjV_Olo0MOUiIaMHFCOYJTzDjlRdaqqXNZMfanBnW38qP_768YnTzOts14dBl8-9A,Smolder,dVTTzqaLEWr_FWLaMq4nwglgpPvynNzf83cUMfcvFi5Q5XmnXZUQS78Ss-kvMCorXYXWHH5nbyeUrA,Nami,1,1,4,4,2,1,2,0,1,1,3,0,0,2,1,2,4,0,3,2,3,0,1,1,3,0,2,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,3,3,0,0,7085,12,5790,9,5402,11,5588,9,3817,8,5027,10,6091,9,4896,11,5807,10,3860,8,2001,DIAMOND,II
921,Yes,Blue,TWogmIrXGu_u3tZREttyI0_RRSRcAfzpejMThPoAmDxHxLcHpC0bqvBmMe2mhld8-7FMYi_Ed6QBjw,Riven,blue,dbY3jf4SdgdoisDZW3ILshv_WYYcrQ-gwQf-bHZzgNCPXGQV2VyVKe1ztqucQTwWl0jNE2UrxCE42A,Belveth,Gyaw6MfRz0v8laL0GxUDQFDYuhNis0t2w9vjCpt6gbwP6qLL9USXfIlLT5xOHMFX7YcpJ39Q7DLP0Q,Karma,mJy5HwTWvdxzd605OjQF5PGhrwssjjh3EcB2cOB77wnSkXAZNtPB5nocdqaI8gJNwHCHyeSDMj7MLw,Varus,KsXkU-vZzbG_L4sepWE2TAyN_vMHvMaqL3OE0d8-NfND3L_NG1DIZEdgzYQlEgVyUFlLyvq8zDwkqg,Braum,Vfbo3gPixvQXUHRFYq_RFRVI1_LA3QTTVAE51Ki95D2faol8ah2Ke4E9C2ZOx2LQBzNAZjx2wzeusA,Rumble,ewFg_MgromNA39OKqLftUOD6nAawiVU-mlNSU-F7M6BZEHEFwXNywetBzC1MsLXPjo8PmQ4gPUCblg,XinZhao,B6oZvqskCERLfVIOlUf4p3krjZmXk21sly-BkxYp4Eua7Pbxp6gDwGudEpfA9dsiLk574XVf0uYCMw,Taliyah,DAUa3Z17UZSorlf3bj8eJxbTWz0d0HPOiNA7g3pBlVrFytaUZkAj2xs0e1WUikaErFbAS6MvMqnffw,Ezreal,9txiK5Q-YlON2UHmEvTwJVMYLfu01IFnhTYgT23FVrzSOU77LE-_vQwm7eby2W7zCtYgQyZtlr-E0w,Shaco,3,2,2,13,1,4,1,1,9,4,1,1,0,1,10,2,2,2,1,8,3,2,6,0,0,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,6582,10,9822,10,5820,10,6374,9,4671,7,4951,10,4797,8,4703,9,4695,8,4071,7,10052,DIAMOND,II
1448,No,Red,N3sZrbhIuAntt07C058GIcfZ2AjlSSvtSeKQUJN6j8OPZkhCWcAQTi46sBWhfwO_jAKvCvLTy_S8CQ,Gwen,red,TPTyXyEdv26O3r36iqoERnb094n84kXIbTt885zkxpsnu7CbPKvR_s52Oz_eoqVKMfwBVswZdGxItg,Kayn,LD9pbNzomgWJc7ZrrhGiQYf4t5SOb0V90PxJ2BCFyv-DQSzNUuyQbOgPazfGycGQSeJoneRDgh8zeg,Malzahar,DuFaYRyCqldCDvplveDxqUDzdK4pRVs7Ycl0PiYSwV0c71h89YBaQnLk0j8CGkqPB6gokdbolxEYLg,Varus,3i_ba4UThn1NyKhKonh-EVl7lrAeIwSb98GN3daxGsm4cDAAH-wQ0uWxpzl-oxzn-ECIAWwCJAG46w,Pyke,g0p__ZMBDrUWpeeH5VpkD1vT7XsRGHnD6t7bJnoGWLeD9Y9Tefaiv5Ej5mS24-RF_8Hn_XE1kZPjRg,Yorick,4kxfzoaU08Fi4f5pTO0i3RejRZHCfNy5GtC-B8IC9Qt7gkwjeSXCYPXIfXV8nYFLQgqQqZFYB3kFIg,Khazix,XB1ZQww1U2BAXB1Y6WeiufgWmDebIelThgiMrvIQ0cnwqHH1Pfw7SsMDxTb2zyegngP8BwVLMmz4ug,Taliyah,BUSxAm7nK3D8swicrzJKslPPpSTdzru-glv4pS-bTN-X3yzlr0bcp0t7LFgKyYbGqK0ZZyHHp9OEKA,MissFortune,AoASBz25qusrVaDTxFMCADzuMNpFyfGpJv-Amsl9tAs4s-6v6jsD6Snr2Sx3VJ4xahL3Psz8QUM8bg,Bard,0,3,0,4,4,3,1,5,5,5,1,4,4,3,6,3,0,1,9,2,0,1,5,7,1,4,2,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,4439,10,6042,9,5497,10,7414,10,5485,8,7782,12,7575,9,6247,10,5301,9,4813,7,-2841,DIAMOND,II
1341,Yes,Red,bJWScgVtfaDfunBPQMLmvY0E-Zj4Uy9c7uS1a2y4bTIWuda--l7Ib4zaeQlOfhvRKbSK9IyoCiXPqw,Vayne,blue,DvJ_m4W13IIpuIA3DkIej02gpDWp6JwwIa7xCItohbGJBHDdjrasOZH7ldlyOK7bIbNedBPyQd_ylw,JarvanIV,wJ_klZr4sKTR9LwvvqSGp6qYXfln0BUny8JlBugXJvB08s_gv7ArLL9gNEOeOCNouMlos4L_biYDXg,Cassiopeia,AUj65Sdyr5JJbPscnrwIGRYovA3GN63hizAJa-vt7quBDAxxzci0BgzT9lq8KdmZ0MgSLo469ZBFjQ,Seraphine,rKsBrDjizMVmOS6Xa0ZQfaL1T5g2bhe4w1jsI_wRBsBSE1S9OWz35xaxcXuIGG1dWpRnnc33PVGiAQ,Velkoz,FN-ao3W5u9rd94R7VH86yMpIO4H3yAZhXDCD81bLEwGQxEgLh58Nv7FEz8kq2f1zyIX5cQ0MZQgTDQ,MonkeyKing,zvy8m_6H26w2vtu4LN-H4PCGOsfCN93FYVFSkVKwnGmBUBc94k4uw9eMhYKe3UI60sa2QazHpVNgbA,XinZhao,4xudO-nRwF7ICaHTQUIYC6HOv2DAhEp-K5LuzLbT2mSRTJgfwcIpNMti9nATTdCpvooyk9yZ5Ga7mA,Vladimir,RJ6jeGN9KKI59LrexNmKpBOOaFkQCbtVtgfZgI6DuMpaqXhZNuPtujkog4fFzpgwbzKu4M4SaTbcWA,Varus,DGoUlocE6lIpqwkBo2sNX7Luvic6P_gpO9xhch6JPFlbIXTOb7HQ9AVmOWwGcWN0BI5EwTaXWDuQDw,Milio,0,4,2,3,5,4,0,3,3,3,2,1,1,0,3,4,1,1,4,2,4,3,2,3,2,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,0,4539,10,6004,9,4340,10,5618,9,4300,7,6799,11,6256,10,5909,11,5766,9,4003,7,-3932,DIAMOND,II
1676,No,Blue,LxTrCfoq5zUKlH73W8XfmtV1g3flOtVt6biYLJG7X2i5NrNC4SdFsUVDHuFwtK106C3qS0Y8oIoOeQ,Akali,blue,9Z3wI3AeX0heJcJpRuWoD6wkKdC0uMRs6hMILQNRzpKOEyvRY8qE_m289KV1vNGlUNIPeIKj2Xd7Zg,RekSai,t_5uUHljVJP5vVZg88VBbO8OKNYY8JNXkGXcJBWP-m3h9IlE3jfbRCRfPjtLrb9GFz3vPqoJUkaGWw,Taliyah,7jTMzy4LsITROFVR09IWJF-1o_jSNMgDocFytAeG13mFj30u_raaoK7iTFI8VJDf8KVFAzmhq9EVZA,Tristana,XqKJSfveJ9_-m8vjykDcELj_O3Et37-cl0RM4XJKgbw9vowY2wkfUWwBmLNUFaEwUoJOQTgjADBa6w,Pyke,HSx0KddomBaYZDTFh4MOBfAflgKn3_8zT2ALh6vncgzTm29RKYH1IQTfzI7Fbai-M4C9rei7lg4mSA,Aatrox,Q2OpQHIwtbOy7ycVZoQ3aPOzZLWTjK9jQoHUrwNnVRpSgqXozL7_iXmJIXAyAGPpRmhEMKnByfyWHQ,Graves,xRMkn_5w6XyPlqsayIbEtlFdIx8zhvIhWRcUrqRkadKz2OUsnGOveccMm2r-BfhMJv16vfdf79oFBA,TwistedFate,Jj6Rqie0hYFlS842GXi1Dn26NtnLXPtbxzaQdXy0I78QDUF9dNmrYEGaB-FMlZrxBGG5JPwBVGTl7g,Senna,iv39ictVCM8KaugNqHKaqTRE_nj7bc08SIh3Ic8r7xXFWkLcwK-UcWvHVKiBTlWJn8Td-AJFdjCBkw,Braum,6,4,0,2,1,3,1,0,5,1,0,3,4,2,1,5,6,0,2,2,1,0,3,3,0,2,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,6128,10,4903,8,5820,11,5756,9,5280,8,6427,11,5488,9,5407,10,4926,9,3577,7,2062,DIAMOND,II
1840,No,Red,K6t4O8_DrNQktfaosx_xIAe73QKaFJOGLMFsxNY3h8kei70zNRB0u1MoPsXvJYc_2MfjHjb5-b_snA,Garen,red,Jro7Cg9vJcTzu0F4WtXN8L_isDGTcMDAhhwBtqfN2jng8N2d4iU98RhpkTonmsATh_GyTc11NI0_dA,Teemo,4l-i_YxuwYf1FLukSigPFMLUTgd2JO0HHvjsaWYTLS9byZ1aFXPmREV2e6_1ZM_8AbeBmDOJEDWiNw,Karma,0eR7yIvpu5Ed_4-zxDES9-TOpGvzmcupj7zSjOSwZqiAj9oeYQubEy2pStHtKfEqEnI9e5Ili3itGw,Lucian,Z1m0xYGJRMOgcCCcgg44a8SLeqqo38AliT6jaxg78XzGJLVvsHn6s1CzV3tSHHCa7RgVbi1LW86exg,Milio,iXEf5wPO9Nql4ay2nccPjvsMtrRASSFEtG5I7tk7hDkPi8v_2I_hD41fLtVOFHvmiUT3PEIwNtrtXQ,Aatrox,goz4TjlrlTCDOaoJQfxgZPG-FDTl_-5nJnMHhJ7rgywfX8qcRDtaz1tyV3Cg8PpEI_zBAw4jkcMeng,Elise,PV2m9NfbxMIU0cvrf-E6pv7kN4gqdLCtfpJ3unHEoV0GICA6RVYJ7F3KEqQsuHq3nx60xTRPwxx6FQ,Talon,OftlqkwJ0wrkgjHA8MJf90U49wpLQGYWNVVkOX-DkX0ljOV15Pz_RnL3phxxaoM_hGH7fzw60fbGVQ,Smolder,JmuYhIRwVRfSptrE9izmwxm6nzEO3J5r2zqcdJa3DNYej122MSYdU4CLLMAo52cBcXNVL7Vl2I0UvA,Janna,1,3,1,2,3,0,1,2,2,4,5,2,2,4,4,2,1,2,5,2,2,5,0,3,4,3,5,1,4,9,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,4762,10,5025,9,5242,10,6114,9,4837,7,6054,12,5454,8,6531,11,6130,9,4596,7,-2785,DIAMOND,II
